ID,Ojibwe Word,Word Class,English Translation
2962,inaabiwin,ni,lightning
2964,inaabiigin,vta,string s.o. a certain way; Isg inaabiiginaa; pn enaabiiginaad
2965,inaabiiginan,vti,string s.t. a certain way; Isg indinaabiiginaan; prt enaabiiginang
2966,inaabiigizi,vai,be a certain way (as something string-like); pn enaabiigizid
2970,inaada'e,vai,skate to a certain place; Isg indinaada'e; pn enaada'ed
2977,inaaginigaazo,vai,be bent a certain way; prt enaaginigaazod
2985,inaakonan,vti,"decide a certain way about s.t., judge s.t. a certain way; Isg indinaakonaan; prt enaakonang"
2986,inaakonigaade,vii,"be decided in a certain way, be decreed a certain way; prt enaakonigaadeg; aug inaakonigaademagad"
2987,inaakonigaazo,vai,"be judged a certain way, be sentenced a certain way; pn enaakonigaazod"
2988,inaakonige,vai,"make a certain judgement, decide things a certain way, agree on something; Isg indinaakonige; prt enaakoniged"
2990,inaakozi,vai,be a certain way (as something stick- or wood-like); prt enaakozid
3002,inaawadoon,vti2,haul s.t. to a certain place; Isg indinaawadoon; prt enaawadood inaawanidiwag /inaawanidW vailhey travel in a group to a certain place; Ipl indinaawanidimin; prt enaawanidijig inaawazh /inaawaN-/ vta haul s.o. to a certain place; Isg indinaawanaa; prt enaawanaad
3005,indawaaj,pc,"therefore, consequently, rather, preferably indawemaa /-dawemaaw-/ nad my sibling of the opposite sex (brother or sister), my parallel cousin of the opposite sex; pi indawemaag inday /-day-/ nad my dog, my horse; pi indayag; dim in day ens indaamikan /-daamikan-/ nid my chin, my jaw; pi indaamikanan; loc indaamikanaang indaan /-daan-/ nad my daughter; pi indaanag; also indaanis indaangoshenh /-daangosheny-/ nad my (fe- male's) female cross-cousin (mother's brother's daughter or father's sister's daughter); pi i n d aan gosh e nyag indaangwe /-daangwew-/ nad my (female's) sister- in-law, my (female's) female friend; pi indaangweg indaanis /-daanis-/ nad my daughter; pi indaanisag; loc indaanisens; also indaan indede /-dedey-/ nad my father; pi indedeyag"
3006,indedeyinaan,nad,our father = grandfather inde' /-de'-/ nid my heart; pi inde'an; loc indexing indenaniw /-denaniw-/ nid my tongue; pi indenaniwan; loc indenaniwaang indengway /-dengway-/ nid my face; pi indengwayan; loc indengwaang indenigom /-denigom-/ nad my nostril; pi indenigomag; loc indenigom aan g
3007,indigo,pc,"just like, as if; also nindigo* indindawaa /-dindawaa-/ nad my fellow parent-in- law; pi indindawaag indinimaangan /-dinimaangan-/ mdmy shoulder; pi indinimaanganan; loc indinimaanganaang indiniigan /-diniigah-/ nad my shoulder blade; pi indiniiganag; loc indiniiganaang indis /-disy-/ nid my navel, my umbilical cord; loc indisiing; dim indisiins"
3008,indiskweyaab,nid,"my vein; pi indiskweyaabiin indiy /-diy-/ nid my rump, my rear end; loc indiyaang; also indiyaash indoodem /-doodem-/ nad my totem, my clan; pi indoodemag indoodikosiw /-doodikosiw-/ na my kidney; pi indoodikosiwag indoodooshim /-doodooshim-/ nad my breast; pi indoodooshimag; loc indoodooshimaang indoon /-doon-/ nid my mouth; pi indoonan; loc indooning indoondan /-doondan-/ nid my heel; pi indoondanan; loc indoondanaang indooskwan /-dooskwan-/ nid my elbow; pi indooskwanan; loc indooskwanaang indoozhim /-doozhim-/ nad my parallel nephew (male's brother's son or female's sister's son); pi indoozhimag indoozhimikwem /-doozhimikwem-/ nad my stepdaughter; pi indoozhimikwemag indoozhimis /-doozhimis-/ nad my parallel niece (male's brother's daughter or female's sister's daughter); pi indoozhimisag"
3009,ine,pc,"exclamation of denial inendam vai2 think a certain way, feel a certain way, decide, be of a certain mind, agree; Isg indinendam; prt enendang inendan un'think a certain way of s.t.; Isg indinendaan; prt enendang"
3013,inga,nad,my mother archaic; obviative ogiin
3015,ingo-anama'e-giizhik,pc,one week; also ningo- anama'e-giizhik*
3016,ingo-biboon,pc,one year; also ningo-biboon* ingo-biboonagad /ningo-biboonagad-/ vii be one year; prt nengo-biboonagak; also ningo- biboonagad * ingo-biboonagizi /ningo-biboonagizi-/ vai be one year old; Isg niningo-biboonagiz;prr nengo- biboonagizid; also ningo-biboonagizi*
3017,ingo-diba'igan,pc,"one hour, one mile; also ningo- diba'igan* ingo-diba'iganed /ningo-diba'iganed-/ vii'be one o'clock; prt nengo-diba'iganek; also ningo- diba'iganed* ingo-diba'igaans/v one minute, one acre; also n i n go-d i ba* i gaan s* ingo-dibikpc one night; also ningo-dibik* ingodingpc sometime, at one time; also ningoding*"
3018,ingodobaneninj,pc,one handful; also ningodobaneninj*
3019,ingodoninj,pc,one inch; also ningodoninj* ingodosagoons nm one thousand; also ningodosagooins*
3020,ingodozid,pc,one foot; also ningodozid*
3021,ingodooshkin,pc,one bag; also ningodooshkin*
3022,ingodwaaching,pc,six times; also n i ngodwaach i ng* ingodwaachinoon /ningodwaachin-/ we'they are six; pn nengodwaaching; also n i ngod waac h i noon * ingodwaachiwag /iningodwaachi-/ vai they are six; Ipl niningodwaachimin; prt ne ngodwaach i jig; also n ingodwaachiwag* ingodwaak nm one hundred; also ningodwaak* ingodwaasimidana nm sixty; also n i ngod waasi mi i d ana* ingodwaaso- /ningodwaaso-/ pv4 six; also ningodwaaso* i n godwaaso-an anna' e-gi izh igad /n i n godwaaso- anama'e-giizhigad-/ vii be six weeks; pn nengodwaaso-anama'e-giizhigak; also ningodwaaso-anama'e-giizhigad* ingodwaaso-anama'e-giizhikpc six weeks; also ningodwaaso-anama'e-giizhik*
3023,ingodwaaso-biboon,pc,six years; also n i n godwaaso- bi boo n* i ngod waaso-bi boo nagad /ningodwaaso- biboonagad-/ vii be six years; prt nengodwaaso-biboonagak; also ningodwaaso-lbiboonagad* ingodwaaso-biboonagizi /ningodwaaso- biboonagizi-/ vai be six years old; Isg niningodwaaso-biboonagiz; prt nengodwaaso-biboonagizid; also ningodwaaso-biboonagaizi*
3024,ingodwaaso-diba'igan,pc,"six hours, six miles; also ningodwaaso-diba'igan* ingodwaaso-diba'iganed/ningodwaaso- diba'iganed-/ vii be six o'clock; prt nengodwaaso-diba'iganek; also ningodwaaso-diba'iganed*"
3025,ingodwaaso-diba'igaans,pc,"six minutes, six acres; also ningodwaaso-diba'igaans* ingodwaaso-dibikpc six nights; also ningodwaaso- dibik* ingodwaaso-giizhik /v six days; also ningodwaaso- giizhik*"
3026,ingodwaaso-giizis,pc,six months; also n i n god waaso-gi iz i s*
3027,ingodwaasogon,pc,"six days; also ningodwaasogon* ingodwaasogonagad /ningodwaasogonagad-/ vii be six days; prt nengodwaasogonagak; also n i ngodwaasogo n agad* ingodwaasogonagizi /ningodwaasogonagizi-/ vai be the sixth day of the month, be six days old; prt nengodwaasogonagizid; also ningodwaasogonagizi*"
3028,ingodwaasoninj,pc,six inches; also n i ngodwaason i n j* ingodwaasosagoons /ningodwaasosagoons-/ nm six thousand; also ningodwaasosagoons*
3029,ingodwaasoobii'igan,na,six (card);p/ ingodwaasoobii'iganag; also ningodwaasoobii'igan*
3030,ingodwaasooshkin,pc,six bags; also n i n godwaasoosh ki n* ingodwaaswaabikpc six dollars; also n i n godwaaswaabi k* ingodwaaswaak nm six hundred; also ningodwaaswaak* ingodwaaswi nm six; also ningodwaaswi*
3031,ingodwaaswewaan,pc,"six sets, six pairs; also n i ngodwaaswewaan* ingo-giizhikpc one day; also ningo-giizhik*"
3032,ingo-giizis,pc,one month; also ningo-giizis*
3033,ingoji,pc,"somewhere, approximately, nearly; also ningoji* ingondashkway /-gondashkway-/ nid my throat; pi ingondashkway; loc ingondashkwaang ingos /-gos-/ nad my son; pi ingosag; also ingwis* ingozis /-gozis-/ nad my son; pi ingozisag; also ingwizis* ingoodaas /-goodaas-/ nid my dress; pi ingoodaasan ingwanapc it was just so, it turns out that, so it was that; also nangwana, ngwana inigaa* vta be mean to s.o., injure s.o.; Isg indinigaa'aa; prt enigaa'aad"
3036,inigokwadeyaa,vii,"be a certain width, be so wide; prt enigokwadeyaag; aug in igokwad eyaamagad; pn aug en igokwadeyaam agak"
3039,inigokwadeyaabiigizi,vai,"be a certain width (as something string-like), be so wide (as some- thing string-like); prt enigokwadeyaabiigizid"
3040,inigokwadeyaakozi,vai,"be a certain width (as something stick- or wood-like), be so wide (as something stick- or wood-like); prt enigokwadeyaakozid"
3041,inigokwadeyaakwad,vii,"be a certain width (as something stick- or wood-like), be so wide (as something stick- or wood-like); prt e n igokwad eyaakwak"
3042,inigokwadeyiigad,vii,"be a certain width (as some- thing sheet-like), be so wide (as something sheet-like); prt enigokwadeyiigak"
3043,inigokwadeyiigizi,vai,"be a certain width (as some- thing sheet-like), be so wide (as something sheet-like); prt enigokwadeyiigizid in igokwad ezi vai be a certain width, be so wide; prt enigokwadezid"
3053,inikodan,vti,slice s.t. a certain way; Isg indinikodaan; prt enikodang
3054,inikonaye,vai,"dress a certain way; hg indinikonaye; prt enikonayed inikozh /inikoN-/ vta slice s.o, a certain way; Isg indinikonaa; prt enikonaad inikwe' /inikwe'w-/ vta steer s.o. a certain way; Isg indinikwe'waa; prt enikwe'waad"
3055,inikwe'an,vti,steer s.t. a certain way; Isg indinikwe'aan; prt enikwe'ang
3062,mini,na,man; pi ininiwag; dim ininiins
3067,initan,vti,"hear s.t. a certain way, understand s.t. a certain way; hg indinitaan; prt enitang"
3068,initaw,vta,"hear s.o. a certain way, understand s.o. a certain way; Isg indinitawaa; prt enitawaad initaagozi vaibe heard a certain way, be understood a certain way; prt enitaagozid"
3086,isa,pc,emphatic word; also sa
3087,ise,pc,"for shame! ishkendam vai2 be disturbed, be upset; hg indishkendam; pn eshkendang"
3090,ishkodekaan,ni,lighter; pi ishkodekaanan; he ishkodekaaning; dim ishkodekaanens
3091,ishkodeke,vai,make a fire; hg indishkodeke; pn eshkodeked
3092,ishkode-makakoons,ni,battery; pi ishkode- makakoonsan; loc ishkode-makakoonsing
3094,ishkodewan,vii,be on fire; prt eshkodewang
3108,ishkwaa-anama'e-giizhigad,vii,be Monday; prt eshkwaa-anama'e-giizhigak; also ishkwaa- aname-giizhigad
3110,ishkwaagamizige,vai,finish boiling sap; hg indishkwaagamizige; pn eshkwaagamiziged
3111,ishkwaagaa,vii,be the last run of sap; prt eshkwaagaag; aug ishkwaagaamagad; pn aug eshkwaagaamagak
3112,ishkwaaj,pc,"last, finally"
3113,ishkwaakajanokii-giizhigad,vii,be Saturday; prt eshkwaajanokii-giizhigak
3120,ishkwaayaanimad,vii,wind dies down; prt eskwaayaanimak
3121,ishkwe-ayi'ii,pc,at the end of it; also iskweya'ii
3124,ishkwege,vai,"live at the end of town, live in the last house; Isg indishkwege; pn eshkweged"
3126,ishkwegoodoon,vti2,hang s.t. at the end; Isg indishkwegoodoon; pn eshkwegoodood
3129,ishkwenikaazo,vai,have a last name; Isg indishkwenikaaz; pn eshkwenikaazod
3130,ishkwenikaazowin,ni,last name; pi ishkwenikaazowinan
3131,ishkweninj,ni,little finger; pi ishkweninjiin
3138,ishpagindaaso,vai,charge a high price; Isg indishpagindaas; prt eshpagindaasod
3143,ishpayi'ii,pc,"above it, over it"
3147,ishpenimo,vai,"be proud, have high aspirations; Isg indishpenim; prt eshpenimod ishpi- pv4 high, advanced into a time ishpi-dibikpc late at night"
3149,ishpi-giizhigad,vii,"be late morning or early afternoon; pn eshpi-giizhigak ishpimingpc in the sky, above, in heaven"
3151,ishpimisagokaade,vii,have an upper story; prt eshpimisagokaadeg; aug ishpimisagokaademagad; pn aug eshpimisagokaademagak
3154,ishwaaso-anama'e-giizhigad,vii,be eight weeks; also nishwaaso-anama'e-giizhigad* ishwaaso-anama'e-giizhikpc eight weeks; also nishwaaso-anama'e-giizhik*
3155,ishwaaso-biboon,pc,eight years; also nishwaaso- biboon*
3157,ishwaaso-biboonagizi,vai,be eight years old; Isg indishwaaso-biboonagiz; pn eshwaaso- biboonagizid; also nishwaaso-biboonagizi*
3158,ishwaaso-diba'igan,pc,"eight miles, eight hours; also nishwaaso-diba'igan*"
3159,ishwaaso-diba'iganed,vii,be eight o'clock; pn eshwaaso-diba'iganek; also nishwaaso- diba'iganed*
3160,ishwaaso-diba'igaans,pc,"eight minutes, eight acres; also nishwaaso-diba'igaans* ishwaaso-dibik/>i eight nights; also nishwaaso- dibik*"
3161,ishwaaso-giizhik,pc,eight days; also nishwaaso- giizhik*
3162,ishwaaso-giizis,pc,eight months; also nishwaaso- giizis*
3163,ishwaasogon,pc,eight days; also nishwaasogon*
3166,ishwaasoninj,pc,eight inches; also nishwaasoninj* ishwaasosagoons nm eight thousand; also nishwaasosagoons*
3167,ishwaasozid,pc,eight feet; also nishwaasozid*
3168,ishwaasoobii'igan,na,eight (card);/)/ ishwaasoobii'iganag; also nishwaasoobii'igan*
3169,ishwaasooshkin,pc,eight bags; also nishwaasooshkin* ishwaaswaabik pt eight dollars; also nishwaaswaabik* ishwaaswaak urn eight hundred; also nishwaaswaak*
3170,ishwaaswewaan,pc,"eight sets, eight pairs; also n i sh waas we waari* ishwaaswi nm eight; also nishwaaswi* iska'ibii vaibail; Isg iindiska'ibii; prt eska'ibiid"
3173,iskaakizige,vai,run out of fuel; Isg indiskaakizige; prt eskaakiziged
3176,iskigamiziganaak,ni,frame for holding sap-boiling kettles; pi iskigamiziganaakoon; loc iskigamiziganaakong; dim iskigamiziganaakoons
3177,iskigamiziganaatig,ni,"sap-boiling pole; pi iskigamiziganaaitigoon; loc iskigamiziganaaltigong; dim iskigam izi gan aalti goo ns iskigamizige vaiboil things down (e.g., maple sap); Isg indiskigamizige; pn eskigamiziged"
3180,iwidi,pc,over there
3182,izhaamagad,vii,"go to a certain place; prt ezhaamagak Izhi /iN-/ vta say to s,o., speak so to s.o.; Isg indinaa; pn enaa.d izhi- pv3 in a certain way, to a certain place, thus, so, there"
3184,izhibii'an,vti,write s.t. a certain way; Isg indizhibii'aan; prt ezhibii'ang
3185,izhibii'igaade,vii,be written a certain way; prt ezhibii'igaadeg; aug izhibii'igaademagad; prt aug ezhibii'igaademagak
3186,izhibii'ige,vai,write things a certain way; Isg indizhibii'ige; pn ezhibii'iged
3192,izhidaabii'iwe,vai,drive to a certain place; Isg indizhidaabii'iwe; pn ezhidaabii'iwed
3193,izhidoonem,vta,point s.o. out with lips; Isg indizhidoonemaa; pn ezhidoonemaad
3196,izhi-giizhigad,vii,be a certain day of the week; pn ezhi-giizhigak
3198,izhi',vta,"cause s.o. to do something, make s.o. do something; Isg indizhi'aa; prt ezhi'aad"
3199,izhi'o,vai,dress a certain way; Isg indizhi*; prt ezhi'od
3210,izhinaago'idizo,vai,transform oneself in appearance; Isg indizhinaago'idiz; prt ezhinaago'idizod
3211,izhinaagotoon,vti2,make s.t. look a certain way; Isg indizhinaagotoon; pn ezhinaagotood
3213,izhinikaade,vii,be named a certain way; pn ezhinikaadeg; aug izhinikaademagad; prt aug ezhinikaademagak izhinikaazh /izhinikaaN-/ vta name s.o. a certain way; Isg indizhinikaanaa; prt ezhinikaanaad
3217,izhinizha'amaw,vta,send (s.t.) to s.o. to a certain place; Isg indizhinizha'amawaa; prt ezhinizha'amawaad
3218,izhinizha'an,vti,send s.t. to a certain place; Isg indizhinizha'aan; prt ezhinizha'ang
3219,izhinizha'igaade,vii,be sent to a certain place; prt ezhinizha'igaadeg; aug izhinizha'igaademagad; prt aug ezhinizha'igaademagak
3220,izhinizha'igaazo,vai,be sent to a certain place; pn ezhinizha'igaazod
3223,izhinoo',vta,point to s.o. a certain way; hg indizhinoo'aa; pn ezhinoo'aad
3224,izhinoo'amaw,vta,point to (s.t.) for s.o.; hg indizhinoo'amawaa; pn ezhinoo'amawaad
3225,izhinoo'an,vti,point to s.t. a certain way; hg indizhinoo'aan; prt ezhinoo'ang
3226,izhinoo'iganinj,ni,index finger; pi izhinoo'iganinjiin
3231,izhisidoon,vti2,"lay s.t. a certain way, set s.t. a certain way; Isg indizhisidoon; pn ezhisidood"
3234,izhitoon,vti2,"cause s.t. to, make s.t. a certain way; hg indizhitoon; pn ezhitood izhitwaa vat have a certain custom, practice a cer- tain religion; Isg indizhitwaa; pn ezhitwaad"
3236,izhiwebizi,vai,"behave a certain way, have certain things happen to one, fare a certain way; hg indizhiwebiz; prt ezhiwebizid"
3238,izhiwidoon,vti2,"take s.t. to a certain place, carry s.t. to a certain place; hg indizhiwidoon; pn ezhiwidood"
3241,izhi-wiindan,vti,"call s.t. a certain way, name s.t. a certain way; hg indizhi-wiindaan; pn ezhi- wiindang"
3247,iidog,pc,"maybe, must be J jachakan= < jakan="
3249,jakiiwii,vai,strain self in lifting; hg injakiiwii; pn jekiiwiid jaachaag= < jaag=
3251,jaaga'e,vai,use up all of the ammunition; hg injaaga'e; pn jayaaga'ed
3252,jaagaabaji',vta,use s.o. up; hg injaagaabaji'aa; pn jayaagaabaji'aad
3253,jaagaabajitoon,vti2,use s.t. up; hg injaagaabajitoon; prt jayaagaabajitood
3262,jaagizhooniyaaweshiin,vai,use up all of the money; Isg injaagizhooniyaaweshin; pn jayaagizhooniyaaweshing
3263,jaagizige,vai,use up all of the ammunition; Isg injaagizige; pn jayaagiziged
3266,jaangate,vii,be a corner of a room; pn jayaangateg; aug jaangatemagad; prt aug jayaangatemagak
3268,jejiibajikii,na,elephant; pi jejiibajikiig; dim jejiibajikiins
3270,jeko-mazina'igan,ni,"check; pi jeko- mazina'iganan; loc jeko-mazina'iganing; dim jeko-mazina'igaans ji- pvl that, so that, in order to; future and modal prefix in unchanged conjunct jibwaa-p»7 before; also ji-bwaa-"
3272,jlibadaakogaabawi,vai,stand stiffly; Isg injiibadaakogaabaw; pn jaabadaakogaabawid
3275,jiibajigaade,vai,have a stiff leg; Isg injiibajigaade; pn jaabajigaaded
3276,jiibajigwayawe,vai,have a stiff neck; Isg injiibajigwayawe; pn jaabajigwayawed
3277,jiibajinike,vai,have a stiff arm; Isg injiibajinike; pn jaabajiniked
3279,jiibayaki,ni,"graveyard, cemetery; pi jiibayakiin; loc jiibayakiing; dim jiibayakiins"
3280,jiibayaatig,na,grave marker; pi jiibayaatigoog; loc jiibayaatigong; dim jiibayaatigoons
3289,jiibenaake,vai,have a feast honoring the dead; Isg injiibenaake; prt jaabenaaked
3290,jiibtingweni,vai,wink; Isg injiibiingwen; pn jaabiingwenid
3291,jiibiingwetaw,vta,wink at s.o.; Isg injiibiingwetawaa; prt jaabiingwetawaad
3293,jiichiibizideni,vai,tap one's foot; Isg injiichiibiziden; pn jaachiibizidenid
3294,jiichiibiingwetaw,vta,wink at s.o.; Isg injiichiibiingwetawaa; prt jaachiibiingwetawaad jiichiigaawiganebizh /jiichiigaawiganebiN-/ vta scratch s.o.'s back; /seinjiichiigaawiganebinaa; prt jaachiigaawiganebinaad
3295,jiichiigibidoon,vti2,scratch s.t. (leaving a visible mark); Isg injiichiigibidoon; pn jaachiigibidood jiichiigibizh /jiichiigibiN-/ vta scratch s.o. (leaving a visible mark); Isg injiichiigibinaa; prt jaachiigibinaad
3296,jiichiigii,vai,"scratch (leaving a visible mark); Isg injiichiigii;p,rjaachiigiid"
3297,jiichiigom,na,wart; pi jiichiigomag
3298,jiichiigwam,vta,chew on s.o.; Isg injiichiigwamaa; pn jaachiigwamaad
3299,jiichiigwandan,vti,chew on s.t.; Isg injiichiigwandaan; prt jaachiigwandang
3300,jiichiigwanjige,vai,chew on things; Isg injiichiigwanjige; pn jaachiigwanjiged
3301,jiichiishkinzhe'igan,ni,fire poker; pi jiichiishkinzhe'iganan; loc jiichiishkinzhe'iganing; dim jiichiishkinzhe'igaans
3303,jiigada'igan,ni,broom; pi jiigada'iganan; loc jiigada'iganing; dim jiigada'igaans jiiga'azh /jiiga'aN-/ vta scale s.o.; Isg injiiga'anaa; pn jaaga'anaad
3304,jiiga'e,vai,scale fish; Isg injiiga'e; pn jaaga'ed
3305,jiigashkosiw,pc,by a meadow
3306,jiigayi'ii,pc,"by it, along it"
3307,jiigaakwaa,pc,near the woods
3308,jiigaatig,pc,"by a tree, by a wall jiigewpc along the shore"
3312,jiigewedaabii'iwe,vai,drive along the shore; Isg injiigewedaabii'iwe; pn jaagewedaabii'iwed jiigewe'am vai2 paddle along the shore; Isg injiigewe'am; pn jaagewe'ang
3313,jiigewe'o,vai,paddle along the shore; Isg injiigewe'; pn jaagewe'od
3315,jiigeweyaazhagaame,vai,walk along the shore; Isg injiigeweyaazhagaame; pn jaageweyaazhagaamed
3316,jiigeweyaazhagaamebatoo,vai,run along the shore; Isg injiigeweyaazhagaamebatoo; pn jaageweyaazhagaamebatood
3317,jiigi-,pn,"near, by"
3318,jiigibiig,pc,"along the shore, by the water jiigigamigpc by a house"
3319,jiigikana,pc,by a road or trail
3320,jiigishkode,pc,by a fire
3321,jiigishkwaand,pc,by a door
3324,jiime,vai,"go by canoe, paddle; Isg injiime; pn jaamed"
3329,jiisakiiwinini,na,seer who uses a shaking tent; pi jiisakiiwininiwag
3330,jiishada'igan,ni,broom; pi jiishada'iganan; loc jiishada'iganing; dim jiishada'igaans
3331,jiishada'ige,vai,"sweep; Isg injiishada'ige; pn jaashada'iged jiishakamiga'igan in rake; pi jiishakamiga'iganan; loc jiishakamiga'iganing; dim jiishakamiga'igaans jiishaakwa* /jiishaakwa'w-/ vta scrape s.o. to remove hair (e.g., a hide); Isg injiishaakwa'waa; pn jaashaakwa'aad"
3332,jiishaakwa'igan,ni,hide scraper; pi jiishaakwa'iganan
3333,jiishaakwa'ige,vai,scrape hides; Isg injiishaakwa'ige; pn jaashaakwa'iged jiisibizh /jiisibiN-/ vta pinch s.o.; Isg injiisibinaa; pn jaasibinaad
3334,jiiskinikebizo,vai,"wear a bracelet, wear arm garters; Isg injiiskinikebiz; pn jaaskinikebizod"
3335,jiiskinikebizon,ni,"arm garter, bracelet; pi jiiskinikebizonan; loc jiiskinikebizoning; dim jiiskinikebizonens M"
3338,madaabiiwidoon,vti2,"take s.t. to the shore, carry s.t. to the shore; Isg nimadaabiiwidoon; pn medaabiiwidood madaabiiwizh /madaabiiwiN-/ vta take s.o. to the shore, carry s.o. to the shore; Isg nimadaabiiwinaa; pn medaabiiwinaad madaagamin /madaagami-/ vii be turbulent water; pn medaagamig"
3339,madoodiswan,ni,sweat lodge; pi madoodiswanan; loc madoodiswaning
3344,madwegamide,vii,make noise boiling; pn medwegamideg; aug madwegamidemagad; pn aug medwegamidemagak
3345,madwegamijii,vai,one's stomach growls; Isg nimadwegamijii; pn medwegamijiid
3347,madwe'an,vti,drum on s.t.; Isg nimadwe'aan; pn medwe'ang
3348,madwejiwan,vii,"be heard flowing (e.g., a rapids); pn medwejiwang"
3349,madwekwadin,vii,be heard cracking (as ice); prt medwekwading
3350,madwengwaam,vai,"make noise in one's sleep, snore; Isg nimadwengwaam; pn medwengwaang"
3352,madwesagishin,vai,"be heard falling on the floor, be heard walking on the floor; Isg nimadwesagishin; prt rnedwesagishing"
3353,madweshin,vai,"ring, make noise hitting; Isg nimadweshin; prt medweshing madwesidoon vtt2 nag s.t., make noise hitting s.t.; hg nimadwesidoion; prt medwesidood"
3356,madwetaa,vai,be heard in an activity; Isg nimadwetaa; prt medwetaad
3358,madweweehigan,ni,"musical instrument, piano, organ; pi madwewechiganan; loc madwewechigariing; dim madwewechigaans"
3359,madwewechige,vai,"make sounds on things, play music; Isg nimadwewechige; prt medwewechiged"
3360,madwewetaw,vta,play music for s.o.; Isg nimadwewetawaa; prt medwewetawaad; also madwewetamaw
3361,madwewetoon,vti2,"make sounds on s.t., make noise on s.t.; Isg nimadwewetoon; prt medwewetood"
3362,madweyaabiigibijigain,ni,guitar; pi madweyaabiigibijiganan; loc madweyaabiigibijiganing; dim madweyaabiigibijigaans
3365,ma'iingan,na,wolf; pi ma'iinganag; dim ma'iingaans
3366,ma'iinganasim,na,German shepherd; pi ma'iinganasimoog; dim ma'iinganasimoons
3367,ma'iinganiwayaan,na,wolf hide; pi ma'iinganiwayaanag; loc ma'iinganiwayaaning; dim ma'iinganiwayaanens maji- pv4 bad
3369,majigoode,ni,dress; pi majigoodeyan
3371,maji-manidoo,na,"evil manitou, devil; pi maji- manidoog; dim nnaji-manidoons"
3372,maji-manidoowaadizi,vai,"be evil, be possessed by an evil spirit; hg nimaji-manidoowaadiz; prt meji-manidoowaadizid"
3379,makadeshib,na,black duck; pi makadeshibag; dim makadeshibens
3392,makadewi'o,vai,wear black; hg nimakadewi'; prt mekadewi'od
3395,makade-wiiyaas,na,"Black person, person of African descent; pi makade-wiiyaasag"
3396,makade-wiiyaasikwe,na,"Black woman, woman of African descent; pi makade-wiiyaasikweg"
3399,makakoke,vai,"make a box, make a birch bark basket; Isg nimakakoke; prt mekakoked"
3401,rnakandwe,vai,"rob people, take captives; Isg nimakandwe; prt mekandwed"
3405,makizinataagewin,ni,moccasin game
3408,makominagaawanzh,na,mountain ash; pi makominagaawanzhiig; loc makominagaawanzhiing; dim makominagaawanzhiins
3411,makwasaagim,na,bear paw snowshoe; pi makwasaagimag; loc makwasaagiming; dim makwasaagimens mamadweyaashkaa vu roar (as waves); prt memadweyaashkaag; aug mamadweyaashkaamagad; prt aug memadweyaashkaamagak mamagoniishkwe vaihave the mumps; Isg nimamagoniishkwe; prt memagoniishkwed
3412,mamakiziwin,ni,smallpox mamakii* vta allot s.o. land; Isg nimamakii'aa; prt memakii'aad mamakii'idim /mamakii'idi-/ vai there is an allotment of land; prt memakii'iding
3415,mamaajide'eshkaa,vai,have a heart attack; Isg nimamaajide'eshkaa; prt memaajide'eshkaad
3420,mamaandaagochigewin,ni,"circus, carnival; pi mamaandaagochigewinan mamaandid= < mindid= mamaandidowag /mamaandido-/ vai they are big; prt memaandidojig mamaang= < mang= mamaangade= < mangade= mamaangadepon /mamaangadepo-/ vii snow in large flakes; prt memaangadepog"
3422,mamaazhi',vta,"prevail over s.o., conquer s.o.; Isg nimamaazhi'aa; prt memaazhi'aad"
3423,mamaazhitoon,vti2,"prevail over s.t., conquer s.t.; Isg nimamaazhitoon; prt memaazhitood"
3425,mamaazikaa,vai,"move, agitate; Isg nimamaazikaa; pn memaazikaad mami /mam-/ vta take s.o., pick s.o. up; Isg nimamaa; prt memaad"
3429,maminaadizi,vai,be arrogant; Isg nimaminaadiz; prt meminaadizid mamizh /mamizhw-/ vta cut s.o. out; Isg nimamizhwaa; pn memizhwaad
3431,mamoon,vti2,take s.t. pick s.t. up; hg nimamoon; pn memood
3432,manashkikiiwe,vai,"gather medicine; Isg nimanashkikiiwe; prt menashkikiiwed manaaji' ma spare s.o., go easy on s.o.; hg nimanaaji'aa; prt menaaji'aad"
3433,manaajitoon,vti2,"spare s.t., go easy on s.t.; hg nimanaajitoon; prt menaajitood"
3435,mandaaminashk,ni,cornstalk; ft mandaaminashlkoon; loc mandaaminash kong; dim mandaaminash koons
3437,mandaaminaak,ni,ear of corn; pi mandaaminaakoon; loc mandaaminaakong; dim mandaaminaakoons mandaamini-gitigaan in cornfield; pi mandaamini-gitigaanan; he mandaamini- gitigaaning; dim mandaamini-gitigaanens
3438,mandaaminiwazh,ni,gunnysack; pi mandaaminiwazhan; loc mandaaminiwazhing; dim mandaaminiwazhens
3440,mangade',vta,"make s.o. wide, widen s.o.; hg nimangade'aa; prt mengade'aad mangademon /mangademo-/ mi be wide (as a road or trail); prt mengademog; also mangadademon"
3441,mangadengwe,vai,have a broad face; hg nimangadengwe; prt mengadengwed
3442,mangadetoon,vti2,"make s.t. wide, widen s.t.; hg nimangadetoon; prt mengadetood"
3447,mangaanibaadan,vti,shovel s.t.; hg nimangaanibaadaan; prt mengaanibaadang
3448,mangaanibaajigan,ni,shovel; pi mangaanibaajiganan; loc mangaanibaajiganing; dim mangaanibaajigaans
