ID,Ojibwe Word,Word Class,English Translation
5008,ozhibii'an,vti,"write s.t., write s.t. down; Isg indoozhibii'aan; pn wezhibii'ang"
5009,ozhibii'igan,m,"letter of the alphabet, something written; pi ozhibii'iganan; loc ozhibii'iganing; dim ozhibii'igaans"
5010,ozhibii'iganaaboo,ni,"ink; loc ozhibii'iganaaboong ozhibii'iganaak HI pen, pencil; pi ozhibii'iganaakoon; loc ozhibii'iganaakong; dim ozhibii'iganaakoons"
5011,ozhibii'igaade,vii,be written; prt wezhibii'igaadeg; aug ozhibii'igaademagad; pn aug wezhibii'igaademagak
5012,ozhibii'ige,vai,write; Isg indoozhibii'ige; pn wezhibii'iged
5013,ozhibii'ige-adoopowin,m,desk; pi ozhibii'ige- adoopowinan; he ozhibii'ige-adoopowining; dim ozhibii'ige-adoopowinens
5014,ozhibii'igewigamig,ni,office; pi ozhibii'igewigamigoon; he ozhibii'igewigamigong; dim ozhibii'igewigamigoons
5015,ozhibii'igewikwe,na,"secretary (female), clerk (female); pi ozhibii'igewikweg"
5016,ozhibii'igewinini,na,"secretary (male), clerk (male); pi ozhibii'igewininiwag"
5020,ozhiga'ige,vai,tap trees; 7^indoozhiga'ige;prt wezhiga'iged
5021,ozhigaw,vta,build a house for s.o.; Isg indoozhigawaa; prt wezhigawaad
5027,ozhitoon,vti2,"make s.t., build s.t., form s.t.; Isg indoozhitoon; prt wezhitood"
5035,oziigishkaa,vai,wrinkle up; prt weziigishkaad
5039,oziisigobimizh,na,willow; ^/oziisigobimizhiig; he oziisigobimizhiing; dim oziisigobimizhiins
5040,oziisigobimizhii-makak,ni,willow basket; pi oziisigobimizhii-makakoon; he oziisigobimizhii-makakong; dim oziisigobimizhii-makakoons ozosodam vai2 cough; Isg indoozosodam; prt wezosodang
5042,ozosodamwaapine,vai,"have a respiratory illness, have tuberculosis; Isg indoozosodamwaapine; prt wezosodamwaapined"
5043,ozosodamwaapinewin,ni,tuberculosis
5044,oo,pc,oh!
5048,ookwemin,ni,black cherry; pi ookweminan; dim ookweminens
5049,ookweminagaawanzh,na,"black cherry bush; pi ookweminagaawanzhiig; he ookweminagaawanzhiing; dim ookweminagaawanzhiins oonhpc oh!, so... P"
5050,pane,pc,"always, continuously; also apane S"
5051,sa,pc,"emphatic', also isa"
5052,-sh,pc,"and, and then; also dash, idash"
5053,shi,pc,plus used in counting; also ashi T
5054,taayaa,pc,man's expression of mild displeasure or disdain; also aatayaa w w= pre third person prefix before an initial ii of a dependent noun stem
5055,wabaashiiwan,vii,ttiere is a narrows; prt webaashiiwang
5056,wabigamaa,vii,"there is a channel between lakes, there is a narrows; prt webigamaag; aug wabigamaama.gad; prt aug webigamaamagak"
5058,wadabii-makak,ni,basket of spruce root; pi wadabii-makakoon; loc wadabii-makakong; dim wadabii-makakoons
5060,wadiswan,ni,bird nest; pi wadiswanan; loc wadiswaning; dim wadiswaans
5061,wado,na,blood clot; pi wadowag
5062,wadoop,ni,alder; pi wadoopiin; he wadoopiing; dim wadoopiins
5063,wagidajiw,pc,"on top of a mountain; also ogidajiw*, agidajiw"
5064,wagidakamig,pc,"on top of the ground; also ogidakamig*, agidakamig"
5065,wagidasin,pc,"on top of a rock; also ogidasin*, agidasin wagidaabikpc on something mineral (e.g., metal, glass, rock); also ogidaabik*, agidaabik"
5066,wagidaajiwan,pc,"upstream; also ogidaajiwan*, agidaajiwan"
5067,wagidaaki,pc,"on top of a hill; also ogidaaki*, agidaaki wagidibiig/>£ on top of the water; also ogidibiig*, agidibiig"
5068,wagidigamig,pc,"on top of the house; also ogidigamig*, agidigamig"
5069,wagidiskwam,pc,"on top of the ice; also ogidiskwam*, agidiskwam"
5070,wagijayi'ii,pc,"on top of it; aha ogijayi'ii*, agijayi'ii"
5071,wagiji-,pn,"on top of; oho ogiji-*, agiji- wa'aw pr this animate singular demonstrative wa'awedi pr this over here animate singular demonstrative"
5072,wajepii,vai,be fast; Isg niwajepii; prt wejepiid
5080,wanakong,pc,"on trie tip, on the treetop"
5081,wanaabidoo'an,vti,make a mistake beading s.t. on a loom; Isg niwanaabidoo'aan; pn wenaabidoo*ang
5082,wanaabidoo'ige,vai,make a mistake beading things on a loom; Isg niwanaabidoo'ige; pn wenaabidoo'iged
5089,wanibii'an,vti,make a mistake writing s.t.; Isg niwanibii'aan; pn wenibii'ang
5090,wanibii'ige,vai,make a mistake writing; Isg niwanibii'ige; prt wenibii'iged
5091,wanicbige,vai,make a mistake; Isg niwanichige; pn wenichiged
5095,wani',vta,lose s.o.; hg niwani'aa; pn weni'aad
5099,waninawe'an,vti,stir s.t.; hg niwaninawe'aan; prt weninawe'ang
5100,waninawe'igan,ni,"eggbeater, mixer; pi waninawe'iganan; he waninawe'iganing; dim waninawe'igaans"
5103,wanishkwem,vta,"disturb s.o. by speech, interrupt s.o. by speech; hg niwanishkwemaa; pn wenishkwemaad"
5104,wanishkweyendam,vai,be distracted; Isg niwanishkweyendam; pn wenishkweyendang wanisidoon vri2 misplace s.t.; /s^niwanisidoon; pn wenisidood
5106,wanitoon,vti2,lose s.t.; Isg niwanitoon; prt wenitood
5107,wanii'amaw,vta,trap for s.o.; Isg niwanii'amawaa; prt wenii'amawaad
5108,wanii'igan,ni,trap; pi wanii'iganan; loc wanii'iganing; dim wanii'igaans
5109,wanii'igewinini,na,trapper; pi wanii'igewininiwag
5110,wapaa',vta,disturb s.o.'s sleep; Isg niwapaa'aa; prt wepaa'aad
5111,washkibagizo,vai,turn in place; Isg n i wash ki bag! z; prt weshkibagizod
5112,washkigaabawi,vai,turn while standing; Isg niwashkigaabaw; prt weshkigaabawid
5113,washki-giiwe,vai,turn and go back; Isg niwashki- giiwe; prt weshki-giiwed wash kitigweyaa mi flow around a bend (as a river); prt weshkitigweyaag; aug washkitigweyaamagad; prt aug wesh kitigweyaamagak wawaase= < waase
5114,wawaasese,vii,there is lightning; prt wewaaseseg; aug wawaasesemagad; pn aug wewaasese magak
5116,wawezhichigaazo,vai,be decorated; prt wewezh i ch i gaazod
5117,wawezhichige,vai,decorate things; Isg niwawezhichige; prt wewezhichiged
5118,wawezhi',vta,"decorate s.o., dress s.o. up, make s.o. up; Isg niwawezhi'aa; prt wewezhi'aad"
5119,wawezhi'o,vai,"dress up, make up oneself; Isg ni wawezhi'; prt wewezh Pod"
5120,wawezhitoon,vti2,decorate s.t.; Isg ni wawezhi toon; pn wewezhitood
5124,wawiyazh,pc,"funny, comical"
5127,wawiingechige,vai,"do exactly, do skilfully; Isg niwawiingechige; pn wewiingechiged"
5128,wawiinge',vta,make s.o. skilfully; Isg niwawiinge'aa; prt wewiinge'aad
5129,wawiingetoon,vti2,make s.t. skilfully; Isg niwawiingetoon; prt wewiingetood
5131,way,pc,exclamation
5132,wayekwaase,vii,come to an end; prt weyekwaaseg; aug wayekwaasemagad; pn aug weyekwaasemagak
5133,wayeshkad,pc,"at first, in the beginning"
5135,wayezhinge,vai,"cheat people, deceive people; Isg niwayezhinge; prt weyezhinged wayiiba /v soon, early, in a little while; also wiiba*"
5138,wazhashkwiish,ni,muskrat lodge; pi wazhashkwiishan; loc wazhashkwiish ing
5139,waa,pc,"exclamation waa- pvl will, want to changed form of future Idesiderative verb prefix"
5143,waabanda'iwe,vai,"show (s.t.) to people; Isg niwaabanda'iwe; prt wayaabanda'iwed waabanda* iwewin ni show, exhibition; pi waabanda'iwewinan; loc waaban d a' iwewin ing"
5146,waabandizowin,ni,mirror; pi waabandizowinan; loc waabandizowin ing; dim waabandizowinens
5147,waabang,vii,tomorrow conjunct form of verb waaban
5149,waabani-noodin,ni,east wind
5151,waabanjigaazo,vai,be seen; pn wayaabanjigaazod
5152,waabanong,pc,"in die east, to the east"
5154,waabashkikiiwan,vii,be swampy; pn wayaabashkikiiwang
5155,waabaabigan,na,white clay
5163,waabigwanii-giizis,na,May
5167,waabi-makade,ni,smokeless gunpowder
5169,waabishkawedoon,vai,have white whiskers; Isg niwaabishkawedoon; pn wayaabishkawedoong
5180,waabishki'o,vai,wear white; Isg niwaabishki'; pn wayaabishki'od
5186,waabishkiingwechigan,m,face powder; loc waabishkiingwechiganing; dim waabishkiingwechigaans
5189,waabizhagindibe,vai,be bald; Isg niwaabizhagindibe; pn wayaabizhagindibed
5194,waabiingwe,vai,be pale faced; Isg niwaabiingwe; pn wayaabiingwed
5198,waaboozwaaboo,ni,rabbit soup; loc waaboozwaaboong
5205,waagaakwadoons,ni,hatchet; pi waagaakwadoonsan; loc waagaakwadoonsing waagaakwadwaatig in ax handle; pi waagaakwadwaatigoon; loc waagaakwadwaatigong; dim waagaakwadwaatigoons
5206,waagibidoon,vti2,bend s.t. with hands; Isg niwaagibidoon; pri wayaagibidood waagibizh /waagibiN-/ vta bend s.o. with hands; Isg niwaagibinaa; prt wayaagibinaad
5210,waaginaa,na,canoe rib; pi waaginaag; loc waaginaang; dim waaginaans
5215,waak,ni,fish egg; pi waakwan
5216,waakaa'igan,ni,"house, building; pi waakaa'iganan; he waakaa'iganing; dim waakaa'igaans"
5217,waakaa'ige,vai,build a house; Isg niwaakaa'ige; prt wayaakaa'iged
5218,waakaa'igewinini,na,carpenter; pi waakaa'igewininiwag
5219,waangawi',vta,tame s.o.; 7j^niwaangawi'aa;p« wayaangawi'aad
5225,waanzhibiiyaa,vii,"be a pond, be a pothole of water, be a puddle; prt wayaanzhibiiyaag; aug waanzhibiiyaamagad; prt aug wayaanzhibiiyaamagak"
5226,waasa,pc,"far, distant"
5228,waasamoo-anokiiwinini,na,electrician; pi waasamoo-anokiiwininiwag
5230,waasamoo-jiimaan,ni,motor launch; pi waasamoo-jiimaanan; loc waasamoo- jiimaaning; dim waasamoo-jiimaanens
5234,waasaabikide,vii,"shine (as something mineral), reflect (as something mineral); pri wayaasaabikideg; aug waasaabikidemagad; prt aug wayaasaabikidemagak"
5242,waaseyaanakwad,vii,clouds can be seen through; prt wayaaseyaanakwak
5243,waaseyiigad,vii,"be bright (as something sheet- like), be shiny (as something sheet-like); prt wayaaseyiigak"
5244,waaseyiigizi,vai,"be bright (as something sheet- like), be shiny (as something sheet-like); pn wayaaseyiigizid"
5245,waasikotoon,vti2,make s.t. shiny; Isg niwaasikotoon; pn wayaasikotood
5246,waasikwa',vta,"polish s.o., shine s.o.; Isg niwaasikwa'waa; pn wayaasikwa'waad waasikwa'an cri polish s.t. shine s.t.; Isg s niwaasikwa'aan; pn wayaasikwa'ang"
5250,waatebagaa-giizis,na,"October, September; also waatebago-gims"
5256,waawiyebii'igan,ni,compass (drawing instrument); pi waawiyebii'iganan; loc waawiyebii'iganing; dim waawiyebii'igaans
5257,waawiyebii'ige,vai,"draw a circle; Isg niwaawiyebii'ige; pn wayaawiyebii'iged waawiye"" vta make s.o. round; Isg niwaawiye'aa; pn wayaawiye 'aad"
5258,waawiyem'magad,vii,be round (as something ball- like); pn wayaawiyeminagak
5259,waawiyeminagizi,vai,be round (as something ball- like); pn wayaawiyeminagizid
5260,waawiyetoon,vti2,make s.t. round; Isg niwaawiyetoon; pn wayaawiyetood
5264,waawiyeyaakozi,vai,be round (as something stick- or wood-like); pn wayaawiyeyaakozid
5265,waawiyeyaakwad,vii,be round (as something stick- or wood-like); pn wayaawiyeyaakwak
5266,waawiyezi,vai,"be round, be circular; Isg niwaawiyez; pn wayaawiyezid"
5269,waawiinjigaade,vii,"be explained, be talked about all the time; pn wayaawiinjigaadeg; aug waawiinjigaademagad; pn aug wayaawiinjigaademagak"
5270,waawiinjigaazo,vai,"be talked about all the time; pn wayaawiinjigaazod waawiinzh /waawiinN-/ vta mention s.o., name s.o.; Isg ninwaawiinaa; pn wayaawiinaad"
5273,waazakonebidoon,vti2,turn s.t. on for a light; Isg niwaazakonebidoon; pn wayaazakonebidood
5275,waazakonenjiganaaboowadaawewigamig,ni,gas station; also waazakonenjiganaaboo- adaawewigamig
5276,waazakonenjiganaaboowakik,na,"gas tank, gas can; pi waazakonenjiganaaboowakikoog; loc waazakonenjiganaaboowakikong; dim waazakonenjiganaaboowakikoons"
5277,waazakonenjiganaatig,ni,light pole; pi waazakonenjiganaatigoon; he wazakonenjiganaatigong; dim waazakonenjiganaatigoons weba' /weba'w-/ vta shove s.o. away using some- thing; Isg niweba'waa; pn wayeba'waad weba'an mi shove s.t. away using something; Isg niweba'aan; pn wayeba'ang
5286,wegwaagi,pc,behold!
5288,wemitigoozhiimo,vai,speak French; hg niwemitigoozhiim; prt wayemitigoozhiimod
5289,wenabozho,na,"name of aadizookaan character viewed as culture hero and trickster; also Nenabozho* wenda- pv4 really, completely, just so"
5292,wendaginzo,vai,be cheap; prt wayendaginzod
5295,weniban,pc,"disappeared!, gone!"
5299,wenipazh,pc,"at hand, easily wenipazhi* vta get s.o. easily; Isg niwenipazhi'aa; prt wayenipazhi'aad wenipazhitoon vd2 get s.t. easily; Isg niwenipazhitoon; prt wayenipazhitood wenji- pv3 from a certain place, for a certain reason, because changed from o/onji-"
5300,wese'an,vii,be a tornado; prt wayese'ang
5301,wewayiiba,pc,every little while; also wewiiba*
5309,weweni,pc,"properly, correctly, carefully wewese' /wewese'w-/ vta fan s.o.; Isg niwewese'waa; pn wayewese'waad"
5310,wewese'idizo,vai,fan oneself; 7s^niwewese*idiz; pn wayewese'idizod
5311,wewese'igan,ni,hand fan; pi wewese'iganan; loc wewese'iganing; dim wewese'igaans
5312,wewese'ige,vai,fan things; Isg niwewese'ige; pn wayewese'iged
5313,wewiib,pc,"in a hurry, quickly, hurry"
5316,wewiibingwaange,na,teal; pi wewiibingwaangeg; dim wewiibingwaangens
5320,wiibidaakaajiganan,ni,false teeth plural; also wiibidaakaanan
5332,wiidoopatn,vta,eat with s.o.; hg niwiidoopamaa; prt waadoopamaad
5335,wiigiwaamaak,ni,wigwam frame; pi wiigiwaamaakoon; loc wiigiwaamaakong; dim wiigiwaamaakoons
5336,wiigiwaamaatig,ni,wigwam pole; pI wiigiwaamaatigoon; loc wiigiwaamaatigong; dim wiigiwaamaatigoons
5337,wiigiwaamtge,vai,live in a wigwam; Isg niwiigiwaamige; prt waagiwaamiged
5342,wiigobimizh,na,basswood tree;/>/wiigobimizhiig; dim wiigobimixhiins
5345,wiigwaasabakway,ni,"birch bark covering, roll of birch bark roofing; pi wiigwaasabakwayan"
5346,wiigwaasabakwaain,na,birch bark roof; pi wiigwaasabakwaanag; loc wiigwaasabakwaaning
5353,wiij'anokiim,vta,work with s.o.; Isg niwiij'anokiimaa; prt waaj'anokiimaad; also wiiji-anokiim
5354,wiij'ayaaw,vta,"be with s.o., stay with s.o.; Isg niwiij'ayaawaa; prt waaj'ayaawaad; also wiiji- ayaaw wiiji- pv4 with, in company with"
5357,wiiji',vta,play with s.o.; Isg niwiiji'aa; prt waaji'aad
5359,wiijii'iwe,vai,"go with people, accompany people; Isg niwiijii'iwe; prt waajii'iwed wiijiindiwag /wiijiindi-/ vai they go with each other, they accompany each other; Ipl niwiijiindimin; pn waajiindijig"
5362,wiikaa,pc,"late, seldom, ever"
5364,wiikobidaw,vta,pull (s.t.) for s.o.; Isg niwiikobidawaa; prt waakobidawaad
5365,wiikobidoon,vti2,pull s.t.; Isg niwiikobidoon; prt waakobidood
5367,wiikobijigaade,vii,be pulled; prt waakobijigaadeg; aug wiikobijigaademagad; prt aug waakobijigaademagak
5368,wiikobijigaazo,vai,be pulled; pn waakobijigaazod
5369,wiikobijige,vai,pull things; Isg niwiikobijige; prt waakobijiged wiikobizh /wiikobiN-/ vta pull s.o.; Isg niwiikobinaa; prt waakobinaad
5371,wiikonge,vai,"give a feast, invite people to a feast (especially as part of a religious ceremony); Isg niwiikonge; prt waakonged"
5372,wiikwa'ibaan,ni,pump; pi wiikwa'ibaanan; loc wiikwa'ibaaning; dim wiikwa'ibaanens
5373,wiikwa'ibii,vai,pump water; Isg niwiikwa'ibii; prt waakwa'ibiid
5374,wiikwaji'o,vai,try to get free; Isg niwiikwaji'; prt waakwaji'od
5375,wiikwajitoon,vti2,"try to do s.t., try to get free of s.t.; Isg niwiikwajitoon; pn waakwajitood"
5376,wiikwam,vta,"suck on s.o., draw on s.o. with mouth (e.g., a pipe); Isg niwiikwamaa; prt waakwamaad"
5377,wiikwamo,vai,suck; Isg niwiikwam; prt waakwamod
5381,wiikwegamaa,vii,be a bay; prt waakwegamaag; aug wiikwegamaamagad; prt aug waakwegamaamagak
5382,wiimaashkaa,vai,detour; Isg niwiimaashkaa; pn waamaashkaad
5386,wiin,pc,"contrastive panicle wiin prhe thirdperson singular personal pronoun, she third person singular personal pronoun"
5393,wiindigoo-bineshiinh,na,kingbird; pi wiindigoo- bineshiinyag
5394,wiindigoowi,vai,"be a windigo; Isg niwiindigoow; prt waandigoowid wiineta pr only him thirdperson singular personal pronoun, only her third person singular personal pronoun wiinetawaa pr only them third person plural personal pronoun wiingashk in sweet grass; pi wiingashkoon; loc wiingashkong; dim wiingashkoons"
5397,wiinigiizhwe,vai,"speak nastily; 7s£ niwiinigiizhwe; prt waanigiizhwed wiini"" vta make s.o. dirty; Isg niwiini'aa; prt waani'aad"
5398,wiinijiishkiwagaa,vii,there is a muddy patch; prt waanijiishkiwagaag; aug wiinijiishkiwagaamagad; prt aug waanijiishkiwagaamagak
5402,wiinishagaandibaan,ni,dandruff
5403,wiinishagaandibe,vai,"have a dirty scalp; Isg niwiinishagaandibe; prt waanishagaandibed wiinitam pr his turn thirdperson singular personal pronoun, her turn third person singular personal pronoun wiinitamawaa pr their turn third person plural personal pronoun"
5404,wiinitoon,vti2,dirty s.t.; Isg niwiinitoon; prt waanitood
5406,wiinizik,na,yellow birch; pi wiinizikoog; dim wiinizikoons
5407,wiinizisimaani-zagaakwa'igan,ni,"hairpin; pi wiinizisimaani-zagaakwa'iganan; dim wiinizisimaani-zagaakwa'igaans wiinzh /wiinN-/ vta name s.o., mention the name of s.o., give s.o. a name; Isg niwiinaa; prt waanaad"
5412,wiisagan,vii,be bitter; prt waasagang; also wiisagaa wiisagaagamin /wiisagaagami-/ vii be bitter (as a liquid); prt waasagaagamig
5413,wiisagendam,vai,suffer pain; Isg niwiisagendam; prt waasagendang
5422,wiisaakodewikwe,na,"woman of mixed ancestry, Metis woman; pi wiisaakodewikweg"
5423,wiisaakodewinini,na,"person of mixed ancestry, Metis; pi wiisaakodewininiwag"
5427,wiishkobi-jiis,ni,sugar beet; pi wiishkobi-jiisan
5433,wiisinii-adaawewigamig,ni,grocery store; pi wiisinii-adaawewigamigoon; loc wiisinii- adaawewigamigong; dim wiisinii- adaawewigamigoons
5439,wiiyagasenh,ni,"dust, dirt; pi wiiyagasenyan"
5442,wiiyaasi-dakoniwewintni,na,"game warden, conservation officer; p/wiiyaasi- dakon iwewi n in i wag"
5445,zaga'an,vti,fasten s.t. together; Isg inzaga'aan; prt zega'ang
5446,zaga'igan,ni,nail; pi zaga'iganan; loc zaga'iganing; dim zaga'igaans
5447,zagakim,vta,tell s.o. to settle down; Isg inzagakimaa; prt zegakimaad
5448,zagakin,vta,"put s.o. away, tidy s.o.; Isg inzagakinaa; prt zegakinaad"
5450,zagakinigaade,vii,"be put away, be tidied; prt zegakinigaadeg; aug zagakinigaademagad; prt aug zegakinigaademagak"
5451,zagakinigaazo,vai,"be put away, be tidied; prt zegakinigaazod"
5452,zagakinige,vai,"put things away, tidy things; Isg inzagakinige; pit zegakiniged"
5456,zagapidoon,vti2,"tie s.t. on, tow s.t.; hg inzagapidoon; prt zegapidood"
5460,zagaswaadan,vti,"smoke s.t. (e.g., kinnickinnick); Isg inzagaswaadaan; prt zegaswaadang zagaswaazh /zagaswaaN-/ vta smoke s.o. (e.g., tobacco); Isg inzagaswaanaa; prt zegaswaanaad"
5461,zagaswe',vta,"give a smoke to s.o., share a smoke with s.o. (especially a pipe in a ceremony); Isg inzagaswe'aa; prt zegaswe'aad zagaswe'idiwag /zagaswe'idi-/ vai they have a council meeting; Ipl inzagaswe'idimin; prt zegaswe'idijig"
5462,zagaswe'idiiwinini,na,councillor; pi zagaswe'idiiwininiwag
5463,zagaswe'iwe,vai,"give a ceremony, convene a coun- cil; Isg inzagaswe'iwe; prt zegaswe'iwed"
5464,zagataagan,na,"tinder, punk; />/ zagataaganag; loc zagataaganing zagaakwa' /zagaakwa'w-/ vta fasten s.o., pin s.o., button s.o. up; Isg inzagaakwa'waa; prt zegaakwa'waad"
5465,zagaakwa'an,vti,"fasten s.t., pin s.t.; Isg inzagaakwa'aan; prt zegaakwa'ang"
5466,zagaakwa'igan,ni,"pin, safety pin; pi zagaakwa'iganan; loc zagaakwa'iganing; dim zagaakwa'igaans"
5467,zagaakwa'igaade,vii,"be fastened, be pinned; prt zegaakwa'igaadeg; aug zagaakwa'igaademagad; prt aug zegaakwa'igaademagak"
5468,zagaakwa'igaazo,vai,"be fastened, be pinned; prt zegaakwa'igaazod"
5469,zagaakwa'ige,vai,"fasten things, pin things; Isg inzagaakwa'ige; prt zegaakwa'iged"
5470,zagaakwa'odizo,vai,button up oneself; Isg inzagaakwa'odiz; prt zegaakwa'odizod
5471,zagaakwa'on,na,"brooch, pin; pi zagaakwa'onag; loc zagaakwa'oning; dim zagaakwa'onens"
5472,zagaakwajin,vai,get snagged on a limb; Isg inzagaakwajin; prt zegaakwajing
5474,zagidoonebijigan,ni,"bridle, bit; pi zagidoonebijiganan; loc zagidoonebijiganing; dim zagidoonebijigaans"
5476,zagimekaa,vii,there are many mosquitoes; prt zegimekaag; aug zagimekaamagad; prt aug zegimekaamagak
5479,zaka'amaw,vta,"set (s.t.) on fire for s.o., light (s.t.) for s.o.; Isg inzaka'amawaa; prt zeka'amawaad"
5480,zaka'an,vti,"set s.t. on fire, light s.t.; Isg inzaka'aan; prt zeka'ang"
5481,zaka'igan,ni,lighter; pi zaka'iganan; loc zaka'iganing; dim zaka'igaans
5482,zaka'ipwaagane,vai,light a pipe; Isg inzaka'ipwaagane; prt zeka'ipwaaganed
